word,kelime
tuck,sıkıştırmak
inspection,denetleme
nursing,hemşirelik
jared,jared
poop,kaka
cardinal,kardinal
altar,altar
herman,Herman
carlo,carlo
tourist,turist
conviction,mahkumiyet
jelly,jöle
thrill,heyecan
lounge,salon
cha,cha
zip,zip
hogan,domuz
dimension,boyut
choke,boğmak
backing,destek
pains,ağrılar
bodyguard,koruma
rug,kilim
jaw,çene
ants,karıncalar
popcorn,patlamış mısır
courtroom,mahkeme salonu
reynolds,reynolds
pointless,anlamsız
documentary,belgesel
donor,bağışçı
mortgage,ipotek
tunnels,tüneller
enforcement,icra
demanding,talep etmek
cocks,musluklar
eliminated,ortadan kaldırıldı
agh,ah
rapidly,hızlıca
refer,bahsetmek
shipment,sevkiyat
tasted,tadı
fails,başarısız
michel,Michel
rushed,koştu
ordering,sipariş vermek
efficient,verimli
outrageous,çirkin
gracious,zarif
slaughter,katliam
marijuana,esrar
monroe,monroe
pipes,borular
backed,destekli
vest,yelek
approached,yaklaştı
mechanic,mekanik
mumbai,Mumbai
arizona,Arizona
legendary,efsanevi
delayed,gecikmiş
resolve,çözmek
relation,ilişki
amelia,amelia
mechanical,mekanik
fare,ücret
karma,karma
jefferson,Jefferson
chorus,koro
nana,büyükanne
extend,uzatmak
info,bilgi
saddle,sele
pretended,numara yaptı
equals,eşittir
motherfuckers,orospu çocukları
artificial,yapay
accomplish,sonuçlandırmak
burial,cenaze
lynn,Lynn
detention,gözaltı
vow,yemin
bake,pişmek
breakdown,bozulma
dvd,DVD
delhi,delhi
selected,seçilmiş
lightly,hafifçe
em,onları
dealers,bayiler
e.,e.
layer,katman
gown,elbise
courtney,Courtney
incoming,gelen
reid,reid
countryside,kırsal kesim
cheaper,daha ucuz
smelled,kokuyordu
devon,devon
ducks,ördekler
lethal,öldürücü
swan,kuğu
attending,katılıyor
moonlight,ay ışığı
ropes,halatlar
dispatch,sevk etmek
notebook,not defteri
punched,yumruklanmış
identification,Tanılama
contracts,sözleşmeler
scattered,dağınık
trusting,güvenen
susie,susie
prayed,dua etti
volunteers,gönüllüler
remembering,hatırlamak
adopt,evlat edinmek
calvin,Calvin
worms,solucanlar
consideration,düşünce
bandits,haydutlar
moses,Musa
zombies,zombiler
lionel,Lionel
non,olmayan
transplant,nakli
crackling,çatırtı
loneliness,yalnızlık
frasier,daha fraser
epic,destansı
gladly,memnuniyetle
marcel,Marcel
mon,pazartesi
frost,don
registration,kayıt
prophet,peygamber
launched,başlatıldı
constitution,anayasa
roland,Roland
claude,Claude
sock,çorap
dragons,ejderhalar
buyer,alıcı
regulations,düzenlemeler
mimi,mimi
volcano,yanardağ
accomplice,suç ortağı
bounty,ödül
hotels,oteller
favors,iyilik
opinions,görüşler
pressed,preslenmiş
asylum,iltica
blunt,köreltmek
duel,düello
niles,Nil
consult,danışmak
nevertheless,yine de
carnival,karnaval
au,evet
baba,baba
hah,hah
paths,yollar
rides,sürmek
tray,tepsi
cynthia,Cynthia
te,te
handcuffs,kelepçe
shannon,Shannon
barrier,bariyer
supposedly,sözde
faggot,ibne
hunch,önsezi
disposal,imha etmek
yacht,yat
stain,lekelemek
thoughtful,düşünceli
healed,iyileşmiş
thinkin,düşünüyorum
syndrome,sendromu
hairy,kıllı
kansas,kansas
happiest,en mutlu
entertain,eğlendirmek
y-you,sen-sen
ambush,pusuya düşürmek
recommended,tavsiye edilen
childish,çocukça
meter,metre
gilbert,Gilbert
lease,kira
climbed,tırmandı
nadia,nadia
unstable,dengesiz
exploded,patladı
apollo,apollo
rogers,tamam
politician,politikacı
rs,rs
awaits,bekliyor
abraham,İbrahim
evelyn,Evelyn
particles,parçacıklar
violation,ihlal
lined,astarlı
amazed,hayret
lure,cazibesi
lyrics,şarkı sözleri
pod,kapsül
fran,Fransa
universal,evrensel
d.c.,DC
hulk,iri parça
drunken,sarhoş
hyah,hah
continuing,devam ediyor
goals,hedefler
warming,ısınma
dc,doğru akım
chemicals,kimyasallar
owl,baykuş
xena,zeyna
compromised,riske atılmış
grounded,topraklanmış
cane,baston
avenge,intikam almak
dexter,dexter
phantom,hayalet
notion,fikir
directors,yönetmenler
tease,alay etmek
forensic,adli
doe,dişi geyik
outcome,sonuç
slam,çarpmak
shattered,paramparça
cheque,kontrol etmek
baked,pişmiş
sought,aranan
racket,raket
hammond,hammond
rider,binici
exotic,egzotik
cory,kory
extent,kapsam
eighth,sekizinci
stack,yığın
wheat,buğday
shipping,Nakliye
satisfy,tatmin etmek
kara,kara
departure,kalkış
finch,ispinoz
blocking,engelleme
regiment,alay
kin,akraba
klaus,klaus
surf,sörf
kilometers,kilometre
rises,yükselir
frighten,korkutmak
abused,istismar edilmiş
gerald,gerald
colours,renkler
hath,sahip
marvin,marvin
texts,metinler
spaghetti,spagetti
chester,sandıklı
bosses,patronlar
elephants,filler
snarling,hırlama
contained,içerdiği
laurie,Laurie
arab,Arap
bumped,çarptı
chili,kırmızı biber
yah,evet
sustained,sürekli
abducted,kaçırıldı
panicked,paniklemiş
shallow,sığ
diving,dalış
artie,sanat eseri
harriet,Harriet
generator,jeneratör
federation,federasyon
mulder,Mulder
arresting,tutuklama
techniques,teknikleri
feather,tüy
printed,baskılı
untie,çözmek
jupiter,Jüpiter
hay,saman
stalking,takip etmek
conrad,Conrad
phony,sahte
brett,Brett
whack,vurmak
scored,gol attı
continent,kıta
articles,makaleler
oxford,Oxford
z,z
organize,organize etmek
sensors,sensörler
shanghai,Şangay
wh,ne
sniper,keskin nişancı
noisy,gürültülü
framed,çerçeveli
horizon,ufuk
twilight,alacakaranlık
reflection,refleks
masks,maskeler
godfather,vaftiz babası
merchant,tüccar
wages,ücretler
robe,elbise
waist,bel
stinking,kokuşmuş
disappointment,hayal kırıklığı
venture,girişim
voyage,yolculuk
curry,köri
ominous,uğursuz
sunlight,güneş ışığı
oui,evet
overseas,denizaşırı
casualties,kayıplar
aaah,aaah
mattress,yatak
grill,ızgara
marketing,pazarlama
accepting,kabul etmek
occupation,meslek
deadline,son teslim tarihi
freed,serbest bırakıldı
exhibit,sergilemek
poems,şiirler
echoing,yankılanan
shin,incik
compliments,iltifatlar
til,kadar
define,tanımlamak
urine,idrar
foreman,ustabaşı
facial,yüz
p.a.,PA
combined,kombine
brody,kanka
probation,denetimli serbestlik
reject,reddetmek
catches,yakalar
dances,danslar
gemma,gemma
pinch,tutam
ingredients,içindekiler
ra,Ra
hurricane,kasırga
chatting,sohbet etmek
mini,mini
heel,topuk
adding,ekleme
bandit,haydut
destined,kader
limo,limuzin
spa,spa
graves,Mezarlar
turkish,Türkçe
listed,listelendi
corpses,cesetler
matty,mat
evacuate,tahliye ediyorum
publish,yayınlamak
judith,Judith
banned,yasaklandı
snaps,enstantane
cheeks,yanaklar
predict,tahmin etmek
ohio,Ohio
holland,Hollanda
confront,yüzleşmek
utterly,tamamen
pals,arkadaşlar
pilots,pilotlar
umm,ımm
jonah,Yunus
ironic,ironik
improved,geliştirilmiş
popping,haşhaş
mills,değirmenler
farther,daha uzak
delivering,teslim etmek
skipper,kaptan
flattered,gururu okşanmış
coconut,Hindistan cevizi
acknowledge,kabullenmek
shuts,kapanır
sweden,İsveç
hooray,Yaşasın
sip,yudum
blessings,bereket
grocery,bakkal
terminal,terminal
parks,parklar
meaningless,anlamsız
awards,ödüller
fade,solmak
hiring,işe alma
burton,burton
fees,ücretler
wretched,berbat
krishna,Krişna
thoroughly,iyice
exhibition,sergi
spends,harcıyor
denver,denver
80s,80'ler
winners,kazananlar
doris,Doris
luther,Luther
disappearance,kaybolma
madrid,Madrid
supported,desteklenen
advised,tavsiye edildi
regina,Regina
supermarket,süpermarket
hereby,bu vesileyle
pier,iskele
shorter,daha kısa
betrayal,ihanet
philadelphia,Philadelphia
christians,Hıristiyanlar
psychology,psikoloji
danielle,Danielle
trent,Trent
keeper,kaleci
detroit,Detroit
canadian,Kanadalı
su,su
associates,ortaklar
gerry,Gerry
restless,huzursuz
collector,kolektör
marvellous,muhteşem
physician,doktor
exposure,maruziyet
grudge,kin
lid,kapak
followers,takipçiler
glow,parıltı
submarine,denizaltı
towns,kasabalar
pawn,piyon
edith,edith
includes,içerir
lu,lu
proposition,teklif
joker,joker
spilled,dökülmüş
opposition,muhalefet
jang,çıngırak
haley,haley
hose,hortum
partnership,ortaklık
usa,Amerika
timmy,timmy
breathes,nefes alır
whoops,eyvah
astronaut,astronot
porch,sundurma
leonardo,leonardo
responding,yanıt veriyor
wishing,Dilek
boil,kaynamak
kneel,diz çökmek
tammy,tammi
clumsy,sakar
rapid,ani
xiao,xiao
stevens,Stevens
invested,yatırım yaptı
janice,janice
roller,rulo
thai,taylandlı
justify,savunmak
garlic,sarımsak
yelled,bağırdı
simone,Simone
ammunition,mühimmat
sushi,suşi
shaft,şaft
definition,tanım
gardens,bahçeler
chandler,Chandler
ne,hayır
notify,bildirmek
brady,Brady
beasts,hayvanlar
setup,kurmak
greed,açgözlülük
dared,cesaret
unlucky,şanssız
classroom,sınıf
treaty,anlaşma
hike,yürüyüş
dagger,hançer
spine,omurga
detect,tespit etmek
chow,yemek
des,des
teenagers,gençler
handwriting,el yazısı
mock,sahte
challenging,zorlu
salon,salon
virtue,erdem
lawsuit,dava
shelly,kabuklu
clap,alkış
mustache,bıyık
offence,suç
med,tıp
sultan,sultan
attraction,cazibe
franco,Franko
courts,mahkemeler
fortress,kale
café,kafe
peel,soymak
petrol,benzin
disappears,ortadan kaybolur
asset,varlık
warp,çözgü
workshop,atölye
traps,tuzaklar
jeannie,Jeannie
appreciated,takdir edildi
condemned,kınandı
garrett,Garrett
muttering,mırıldanma
shook,salladı
naval,deniz
egyptian,Mısırlı
expand,genişletmek
sunrise,gündoğumu
swine,domuz
jingle,şıngırdama
lordship,lordluk
peach,şeftali
filmed,filme alındı
pakistan,Pakistan
oughta,olmalı
selection,seçim
squeaking,gıcırdayan
condom,prezervatif
sadie,sadie
barbie,Barbie
alongside,yanında
risking,riske atmak
democratic,demokratik
nerd,inek öğrenci
dancers,dansçılar
crook,dolandırıcı
mack,mack
grasp,sıkı sıkı tutmak
translate,tercüme etmek
behaving,davranıyor
humiliating,aşağılayıcı
quarrel,kavga
lively,canlı
fury,öfke
policemen,polisler
sensei,sensei
elders,yaşlılar
battlefield,savaş alanı
sticky,yapışkan
glen,vadi
liu,liu
primitive,ilkel
reign,saltanat
eugene,Eugene
stash,saklamak
evolved,evrimleşti
shifts,vardiyalar
unlock,kilidini aç
devices,cihazlar
peculiar,özel eşya
talents,yetenekler
anita,anita
foreigners,yabancılar
snacks,aperatifler
mint,nane
pissing,işemek
fuse,sigorta
manuel,manuel
towers,kuleler
freezer,dondurucu
inheritance,miras
villages,köyler
beckett,beckett
jewel,mücevher
bollocks,saçmalıklar
shells,kabuklar
swept,süpürüldü
recognition,tanıma
shovel,kürek
artistic,sanatsal
qualities,nitelikler
ferry,feribot
darren,darren
misunderstood,yanlış anlaşılmış
portal,portal
atomic,atomik
javier,javier
ava,ava
claiming,iddia ediyor
examined,incelendi
defensive,savunma
kenneth,Kenneth
kat,kat
sensation,duyum
ahhh,ahhh
5th,5.
increasing,artan
fugitive,firari
urban,kentsel
visions,vizyonlar
bathing,banyo yapmak
gregory,Gregory
delight,zevk
iot,çok
genes,genler
boundaries,sınırlar
caution,Dikkat
ellis,Ellis
strangled,boğulmuş
thorough,kapsamlı
ike,ike
bites,ısırıklar
nude,çıplak
tidy,düzenli
patricia,patricia
tate,tate
obligation,yükümlülük
ari,ari
clearance,gümrükleme
reserved,rezerve
nasa,NASA
spock,leke
marion,Marion
this-,Bu-
reflect,yansıtmak
jammed,sıkışmış
sleeve,elbise kolu
classy,klas
fag,ibne
angelo,melek
bradley,Bradley
bananas,muz
ex-husband,eski koca
saints,azizler
longest,en uzun
confirmation,onay
mushrooms,mantarlar
cyrus,Cyrus
toni,toni
p.,P.
finals,finaller
millionaire,milyoner
adoption,evlat edinme
wired,kablolu
comet,kuyruklu yıldız
handing,teslim etme
cheerful,neşeli
deb,borç
acceptable,kabul edilebilir
realistic,gerçekçi
waits,bekler
sufficient,yeterli
cosmic,kozmik
nolan,nolan
gabe,gevezelik
intellectual,entelektüel
we,Biz
vomit,kusma
warmth,sıcaklık
magnum,magnum
associated,birleşmiş
alas,ne yazık ki
engineers,mühendisler
offend,gücendirmek
overwhelming,ezici
sherry,sherry
inherited,miras alınan
antoine,antoin
whooping,boğmaca
scars,yara izleri
sheldon,Sheldon
purposes,amaçlar
robbing,soygun
refrigerator,buzdolabı
instructor,eğitmen
darrin,darrin
moms,anneler
overtime,mesai
percy,percy
laurel,defne
females,dişiler
sacrifices,fedakarlıklar
representing,temsil eden
drift,sürüklenme
ruthless,acımasız
a,A
po,po
arguments,argümanlar
crappy,berbat
musicians,müzisyenler
sidney,Sidney
depressing,moral bozucu
lasts,sürer
doom,kıyamet
milo,mil
cant,yapamamak
backpack,sırt çantası
aisle,koridor
insulting,aşağılayıcı
edition,baskı
losses,kayıplar
sh,ş
preacher,vaiz
schmidt,Schmidt
swinging,sallanan
managing,yönetmek
sinking,batan
lacey,dantelli
casting,döküm
trials,denemeler
demonstrate,göstermek
diseases,hastalıklar
beggar,dilenci
amounts,miktarlar
traced,izlenen
raven,kuzgun
activate,etkinleştir
slapped,tokatlandı
heroic,kahramanca
roar,kükreme
queer,kuir
uk,İngiltere
matching,eşleştirme
trump,koz
resignation,istifa
newton,Newton
sincerely,samimi olarak
stacy,durağan
saul,saul
madman,deli adam
jenkins,jenkins
poke,dürtmek
spicy,baharatlı
swap,takas
programs,programlar
sheer,şeffaf
spaceship,uzay gemisi
schultz,Schultz
blink,göz kırpmak
steer,yönlendirmek
males,erkekler
injection,enjeksiyon
know-,Bilmek-
ant,karınca
reform,reform
mother-in-law,Kayınvalide
properties,özellikler
virtually,sanal olarak
camps,kamplar
tapping,dokunarak
tequila,tekila
inquiry,sorgu
fainted,bayıldı
formation,formasyon
shields,kalkanlar
escaping,kaçış
unemployed,işsiz
murdering,cinayet
interviewed,röportaj yapılan
striking,çarpıcı
vows,yeminler
donovan,donovan
antique,antika
il,hasta
sherlock,Sherlock
puke,kusmak
hysterical,histerik
taller,daha uzun
employment,istihdam
thats,bu
agrees,katılıyorum
dodge,atlatmak
unite,birleşmek
mumbling,mırıldanma
rabbits,tavşanlar
repeating,tekrarlanan
mule,katır
locals,yerliler
v.,v.
neighbourhood,komşu
hayes,hayes
bats,yarasalar
beliefs,inançlar
spared,bağışlanmış
vegetable,sebze
ch00ffff,ch00ffff
liv,canlı
bunker,sığınak
channels,kanallar
phenomenon,fenomen
hips,kalçalar
grayson,Grayson
expelled,kovuldu
camille,Camille
languages,diller
iv,IV
premises,bina
pronounce,telaffuz etmek
ng,ng
bridges,köprüler
ape,maymun
julius,julius
bruises,morluklar
convict,mahkum
prettier,daha güzel
elections,seçimler
18th,18.
annoyed,sinirli
hometown,memleket
earrings,küpe
discreet,sağduyulu
poured,Dökülmüş
morphine,morfin
henderson,Henderson
jun,haziran
narrating,anlatıyor
rookie,çaylak
peanuts,fıstık
camel,deve
abe,abe
chewing,çiğneme
imagining,hayal etmek
runner,koşucu
hyun,hyun
tomatoes,domates
sponsor,sponsor
fulfilled,yerine getirildi
probe,sonda
karate,karate
grease,gres
dinosaurs,dinozorlar
rebellion,isyan
marta,marta
lone,yalnız
nan,Nan
underestimate,küçümsemek
acres,dönüm
carlton,Carlton
hacked,saldırıya uğradı
barber,berber
mining,madencilik
aged,yaşlı
designs,tasarımlar
preferred,tercih edilen
19th,19.
onions,soğan
stray,başıboş
void,geçersiz
sixteen,on altı
slower,Yavaş
hannibal,hannibal
sabotage,sabotaj
rabbi,haham
concerning,ilişkin
dixon,Dixon
holt,bekle
mannix,manniks
noted,not edildi
peterson,Peterson
dental,diş
obama,obama
squirrel,sincap
committing,taahhüt
werewolf,kurt adam
slipping,kayma
mm-mm,mm-mm
matthews,Matta
explosions,patlamalar
seo,seo
russ,Rus
whitney,Whitney
ignoring,görmezden gelmek
infinite,sonsuz
cavalry,süvari
lam,lam
suzanne,suzanne
bomber,bombardıman uçağı
ruling,karar
boiling,kaynama
needles,iğneler
semester,dönem
irrelevant,alakasız
savior,kurtarıcı
veil,peçe
tramp,serseri
roberto,Roberto
deepest,en derin
perfection,mükemmellik
shutting,kapatma
iii,iii
tiffany,tiffany
mentor,akıl hocası
branches,şubeler
enthusiasm,heves
arena,arena
listens,dinler
hardware,donanım
greatly,büyük ölçüde
battalion,tabur
moustache,bıyık
irresponsible,sorumsuz
audio,ses
ga,ga
initiative,girişim
sweaty,terli
noel,Noel
requests,istekler
distraction,dikkat dağıtma
parrot,papağan
steed,at
entertaining,eğlenceli
whipped,çırpılmış
proving,kanıtlamak
assaulted,saldırıya uğradı
piggy,domuzcuk
pause,duraklatma
surviving,hayatta kalmak
funding,finansman
dinosaur,dinozor
acquaintance,tanıdık
bedtime,yatma vakti
rail,demiryolu
rooster,horoz
cowards,korkaklar
hastings,Hastings
container,konteyner
lori,Lori
secured,güvenli
tossed,fırlatıldı
stripper,striptizci
s.,S.
steele,çelik
waving,sallayarak
clamoring,yaygara
banker,bankacı
bacteria,bakteri
indicates,gösterir
assassination,suikast
yeah.,Evet.
starring,başrolde
drawings,çizimler
cupboard,büfe
sanctuary,sığınak
surgical,cerrahi
pairs,çiftler
purely,tamamen
temptation,ayartma
elderly,yaşlı
geoffrey,geoffrey
vibe,titreşim
profound,engin
gong,gong
transformed,dönüştürülmüş
crop,mahsul
21st,21.
detailed,ayrıntılı
scrap,hurda
abigail,abigail
careless,dikkatsiz
dove,güvercin
sloppy,özensiz
atlanta,Atlanta
hideous,iğrenç
10th,10'uncu
lizard,kertenkele
separation,ayrılma
intern,stajyer
tab,sekme
psych,psikolojik
ranks,rütbeler
parish,mahalle
booty,ganimet
peasant,köylü
squeal,ciyaklama
oooh,oooh
comb,tarak
bash,darbe
restored,restore edilmiş
platoon,müfreze
junkie,esrarkeş
involves,içerir
rupert,Rupert
norm,norm
carrier,taşıyıcı
fatty,yağlı
difficulties,zorluklar
producers,üreticiler
superb,muhteşem
tha,öyle
candidates,adaylar
summoned,çağrıldı
15th,15.
refuge,sığınak
righteous,dürüst
carolina,Carolina
onion,soğan
natasha,Nataşa
pickup,toplamak
spells,büyüler
wesley,Wesley
carrington,Carrington
armies,Ordular
seasons,mevsimler
senor,bay
billie,billie
specialty,uzmanlık
thirst,susuzluk
select,seçme
rendezvous,randevu
smiled,gülümsedi
colorado,Colorado
visa,Visa
spice,baharat
caller,arayan
foods,gıdalar
rational,akılcı
scottish,İskoç
cunning,kurnaz
grunt,homurtu
knot,düğüm
hairs,kıllar
payments,ödemeler
granddad,büyükbaba
massacre,katliam
competitive,rekabetçi
herb,bitki
mae,mae
immune,bağışıklık
grenade,el bombası
regularly,düzenli olarak
stakes,kazıklar
kilos,kilo
monks,Rahipler
70s,70'ler
gail,gail
guinea,Gine
invent,icat etmek
nursery,kreş
protein,protein
elbow,dirsek
keller,keller
clowns,palyaçolar
thirteen,on üç
tattoos,dövmeler
flown,uçtu
mustard,hardal
7th,7.
terrace,teras
alter,değiştirmek
franz,Franz
transportation,toplu taşıma
what-,Ne-
lens,mercek
alaska,Alaska
ha-ha-ha,ha-ha-ha
interference,parazit yapmak
freakin,ucube
wont,alışkanlık
weep,ağlamak
clive,Clive
mourning,yas
crooked,çarpık
trainer,eğitmen
janitor,hademe
gradually,gitgide
immigration,göç
filth,pislik
momma,anne
father-in-law,kayınpeder
jackass,salak
cho,cho
reminder,hatırlatma
culprit,suçlu
gabrielle,Cebrail
innit,tamam
magistrate,yargıç
jasmine,yasemin
m-,M-
womb,rahim
texting,mesajlaşmak
injustice,adaletsizlik
figuring,hesaplama
fracture,kırık
insanity,delilik
peasants,köylüler
blossom,çiçek
etc,vesaire
agony,ıstırap
sounding,sondaj
oz,ons
elementary,temel
seized,ele geçirildi
teaches,öğretir
lovejoy,aşk keyfi
phillips,Phillips
eighteen,on sekiz
shack,kulübe
teen,genç
definite,kesin
scrub,fırçalama
ruler,cetvel
mold,kalıba dökmek
contents,içindekiler
bitten,ısırıldı
antidote,panzehir
was-,öyleydi...
saves,kaydeder
bunk,ranza
thor,Thor
republican,cumhuriyetçi
graveyard,mezarlık
attempts,girişimler
poirot,poirot
aspect,bakış açısı
relate,ilgili olmak
lemonade,limonata
flour,un
nypd,NYPD
biology,biyoloji
dusty,tozlu
felony,suç
jax,jax
fundamental,esas
jai,jai
successfully,başarıyla
potentially,potansiyel olarak
donnie,donnie
strangely,garip bir şekilde
condoms,prezervatif
quantum,kuantum
utter,mutlak
activated,etkinleştirildi
installed,yüklü
interrupted,kesintiye uğradı
er,yani
discharge,deşarj
devastated,harap
substitute,yerine geçmek
splash,sıçrama
julio,julio
exile,sürgün
aspirin,aspirin
authentic,otantik
12th,12.
summit,zirve
beck,beck
addiction,bağımlılık
lent,ödünç verilmiş
drone,dron
involving,içeren
boyfriends,erkek arkadaşlar
tango,tango
permanently,kalıcı olarak
province,vilayet
attempting,teşebbüs
deceived,aldatılmış
know,Bilmek
triangle,üçgen
skipped,atlandı
strawberry,çilek
mirrors,aynalar
self-defense,kendini savunma
preston,Preston
overwhelmed,ezilmiş
swift,süratli
creeps,sürünür
token,jeton
temporarily,geçici olarak
poisonous,zehirli
heidi,heidi
diagnosis,tanı
ninth,dokuzuncu
locations,yerler
retrieve,geri almak
robbers,soyguncular
conclusions,sonuçlar
joanna,Joanna
disabled,engelli
ira,Irak
extension,eklenti
lining,zar
yuri,Yuri
hip-hop,hip-hop
freeman,özgür adam
scoop,kepçe
merlin,Merlin
bridget,köprü
revving,yeniden canlanan
transform,dönüştürmek
shelby,Shelby
hospitality,misafirperverlik
brooks,dereler
survey,anket
hunted,avlanan
cozy,samimi
g.,G.
recommendation,tavsiye
providing,sağlayan
microphone,mikrofon
skeleton,iskelet
muslims,Müslümanlar
toll,Geçiş ücreti
reconsider,yeniden düşünmek
creaks,gıcırtılar
extended,uzatılmış
spear,mızrak
overboard,denize
ai,yapay zeka
clinton,Clinton
petition,dilekçe
baggage,bagaj
scumbag,pislik
tribute,haraç
weddings,düğünler
facilities,tesisler
bangs,kâkül
claw,pençe
donation,bağış
isabelle,Isabelle
traitors,hainler
mei,mei
jasper,jasper
borders,sınırlar
australian,Avustralya
colby,Colby
boxer,boksör
whilst,iken
misfortune,talihsizlik
elaborate,detaylandırmak
sights,manzaralar
maestro,maestro
mysteries,gizemler
loosen,gevşetmek
gifted,yetenekli
i--i,ben--ben
involvement,katılım
affects,etkiler
summon,çağırmak
sherman,Şerman
churchill,kilise
theresa,Theresa
solitary,yalnız
wilderness,vahşi doğa
baltimore,Baltimore
olympic,Olimpiyat
undo,geri almak
mechanism,mekanizma
vietnamese,Vietnam
vanish,yok olmak
dome,kubbe
biting,ısırma
ronald,ronald
texted,mesaj attı
sage,adaçayı
yummy,lezzetli
tactics,taktikler
slack,gevşek
snapped,tersledi
weekly,haftalık
bushes,çalılar
grandparents,büyükanne ve büyükbaba
like-,beğenmek-
henri,henri
obtain,elde etmek
hart,erkek
flights,uçuşlar
adventures,maceralar
hottest,en ateşli
grown-up,yetişkin
eden,Eden
mild,hafif
dom,ev
fourteen,on dört
smuggling,kaçakçılık
blend,karışım
chancellor,şansölye
biscuits,bisküvi
gorilla,goril
dynasty,hanedan
acquired,edinilmiş
businesses,işletmeler
countless,sayısız
fritz,frit
brent,brent
gardener,bahçıvan
barracks,kışla
flirt,flört
cooks,aşçılar
distorted,çarpık
carved,oyulmuş
jumps,atlar
superhero,süper kahraman
forests,ormanlar
clapping,alkışlar
psychiatric,psikiyatrik
snuck,gizlice
roughly,kabaca
screamed,çığlık attı
raja,Raja
disappearing,kayboluyor
establishment,kuruluş
whales,balinalar
lump,yumru
dwarf,cüce
environmental,çevresel
mam,anne
pint,pint
loading,yükleniyor
diplomatic,diplomatik
exclaims,haykırıyor
context,bağlam
volunteered,gönüllü oldu
risked,riske atılmış
gangs,çeteler
boost,artırmak
fax,faks
dante,Dante
partial,kısmi
refusing,reddediyor
gaze,bakış
rene,rene
nuisance,sıkıntı
terrorism,terörizm
jerome,Jerome
ungrateful,nankör
donate,bağış yapmak
relieve,rahatlamak
13th,13.
grandchildren,torunlar
felicity,mutluluk
maureen,Maureen
represented,temsil edildi
co,ortak
neutral,doğal
philippe,Philippe
workin,çalışıyor
steering,direksiyon
rm,rm
presidential,başkanlık
rental,kiralama
challenged,meydan okundu
julien,Julien
feeds,beslemeler
je,evet
vegetarian,vejetaryen
teasing,alay
surprisingly,şaşırtıcı bir şekilde
iran,İran
shrine,tapınak
automatically,otomatik olarak
timer,zamanlayıcı
gasoline,benzin
juliette,Juliette
scouts,izciler
millie,millie
google,google
dorm,yurt
athlete,atlet
shiva,Şiva
robber,soyguncu
convent,manastır
balloons,balonlar
crawford,Crawford
barb,diken
enters,girer
maps,haritalar
meth,meth
ifyou,eğer sen
fruits,meyveler
colored,renkli
poppy,haşhaş
metro,metro
clarke,Clarke
fernando,fernando
scully,Scully
resolved,çözüldü
sessions,oturumlar
conservative,tutucu
rates,oranlar
forged,dövme
legends,efsaneler
arrows,oklar
charley,charley
dismiss,azletmek
authorized,yetkili
slavery,kölelik
attended,katıldı
flows,akışlar
employed,çalışan
decorated,dekore edilmiş
parallel,paralel
detected,saptanmış
grove,koru
coverage,kapsama
hen,tavuk
pyramid,piramit
overall,etraflı
hum,uğultu
specially,özel olarak
rebuild,yeniden inşa etmek
exclaiming,bağırarak
producing,üreten
sewing,dikiş
occasions,vesilelerle
boards,panolar
trumpet,trompet
yes.,Evet.
shaped,şekilli
matched,eşleşti
daughter-in-law,gelin
ammo,cephane
typing,yazarak
macgyver,macgyver
blades,bıçaklar
thailand,Tayland
becca,becca
wo,iki
debris,enkaz
luca,Luca
cement,çimento
hamlet,köy
nat,doğal
communists,komünistler
showers,sağanak yağışlar
tougher,daha sert
sailors,denizciler
kitt,kedicik
comedian,komedyen
harassment,taciz
missus,hanımefendi
monitoring,izleme
smashing,parçalayıcı
shaved,tıraş edilmiş
inventory,envanter
housekeeper,kahya
tribes,kabileler
long-term,uzun vadeli
vile,aşağılık
gotham,Gotham
imaginary,hayali
artillery,topçu
ping,ping
cereal,mısır gevreği
zoom,yakınlaştırma
portion,porsiyon
irony,ironi
14th,14.
exceptional,olağanüstü
slit,yarık
ss,ss
despise,küçümsemek
waltz,vals
humour,mizah
crashes,kazalar
gu,gu
stammering,kekemelik
coaches,antrenörler
joo,joo
await,beklemek
bryan,bryan
celebrated,ünlü
encouraged,teşvik edildi
devils,şeytanlar
gag,şaka
telescope,teleskop
verse,ayet
stalin,stalin
e-mails,e-postalar
iet,yani
babysitter,bebek bakıcısı
pr,halkla ilişkiler
distinguished,seçkin
licence,lisans
addicted,bağımlı
bauer,bauer
speeches,konuşmalar
wit,zekâ
programmed,programlanmış
bliss,mutluluk
donny,eşek
elsa,elsa
com,iletişim
recorder,kaydedici
hides,gizler
shameless,utanmaz
apartments,daireler
tipped,uçlu
turf,çim
tang,keskin bir dil
tu,sen
discharged,taburcu
psychologist,psikolog
duh,ah
delete,silmek
jock,sporcu
wrath,gazap
estimate,tahmin etmek
tutor,özel öğretmen
jurisdiction,yargı yetkisi
impulse,dürtü
penguin,penguen
tubes,tüpler
playground,oyun alanı
sew,dikmek
nickel,nikel
claws,pençeler
giants,devler
daring,cesur
posters,posterler
peacefully,huzur içinde
rag,paçavra
caves,mağaralar
nikita,Nikita
stern,sert
condolences,taziye
ohhh,ahhh
dearly,canım
humiliation,aşağılama
worldwide,dünya çapında
cartoon,karikatür
disrespect,saygısızlık
so-,Bu yüzden-
shhh,şşşt
underworld,yeraltı dünyası
marble,mermer
lilly,Lilly
chun,chun
curly,kıvırcık
judged,yargılandı
